service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
0,0,0,0,0,0,0,1,20200302,20201127
1,0,0,0,0,0,1,0,20200302,20201127
10,0,0,0,0,0,0,1,20200531,20200531
100,1,1,1,1,0,0,0,20200518,20201127
1000,1,1,1,1,1,1,0,20200302,20200516
10000,0,1,1,1,1,0,1,20200302,20201127
10001,0,0,0,1,0,0,0,20200302,20201127
10002,1,1,1,1,0,0,0,20200302,20201127
10003,0,0,0,0,0,1,0,20200302,20201127
10004,0,0,0,0,1,0,0,20200302,20201127
10005,1,1,1,1,1,0,0,20200302,20201127
10006,1,1,1,1,1,0,0,20200302,20201127
10007,0,1,1,1,1,1,1,20200302,20201127
10008,0,0,0,0,0,0,1,20200302,20201127
10009,1,1,1,1,1,0,0,20200302,20200720
1001,1,1,1,1,1,0,0,20200302,20200515
10010,0,0,0,0,1,0,0,20200302,20201127
10011,1,1,1,1,0,0,0,20200302,20201127
10012,0,1,1,1,1,0,0,20200302,20201127
10013,1,1,1,1,1,0,0,20200622,20201127
10014,0,0,1,0,0,0,0,20200302,20201127
10015,1,1,0,1,1,0,0,20200302,20201127
10016,0,0,0,0,1,0,0,20200302,20201127
10017,1,1,1,1,1,1,0,20200302,20201127
10018,0,1,1,1,1,1,1,20200302,20201127
10019,1,0,0,0,0,0,0,20200302,20201127
1002,0,0,0,0,0,0,1,20200517,20201127
10020,0,1,1,1,1,0,0,20200302,20201127
10021,0,0,0,0,0,0,1,20200315,20201127
10022,1,1,1,1,1,0,0,20200302,20201127
10023,1,1,1,1,1,0,0,20200302,20201127
10024,1,1,1,1,1,0,0,20200302,20201127
10025,1,1,1,1,1,0,0,20200302,20201127
10026,1,1,1,1,1,0,0,20200302,20201127
10027,1,1,1,1,1,0,0,20200302,20201127
10028,1,1,1,1,1,0,0,20200302,20201127
10029,1,1,1,1,1,0,0,20200302,20201127
1003,1,1,1,1,1,1,0,20200302,20201127
10030,1,1,1,1,1,0,0,20200302,20201127
10031,0,0,1,0,0,0,0,20200318,20200715
10032,1,1,0,1,1,0,0,20200316,20200720
10033,1,1,1,1,1,0,0,20200316,20200720
10034,0,1,1,1,1,0,0,20200302,20201127
10035,1,0,0,0,0,0,0,20200302,20201127
10036,1,1,1,1,1,0,0,20200302,20201127
10037,1,1,1,1,1,0,0,20200302,20201127
10038,1,1,1,1,1,0,0,20200302,20201127
10039,1,1,1,0,1,0,0,20200302,20201127
1004,0,0,0,0,0,0,1,20200302,20201127
10040,1,1,1,1,1,0,0,20200302,20201127
10041,1,1,1,1,1,0,0,20200302,20201127
10042,1,1,1,1,1,0,0,20200302,20201127
10043,1,1,1,1,1,0,0,20200302,20201127
10044,1,1,1,1,1,0,0,20200302,20201127
10045,1,1,1,1,1,0,0,20200302,20201127
10046,0,0,1,0,0,0,0,20200302,20201127
10047,1,1,0,1,1,0,0,20200302,20201127
10048,0,0,1,0,0,0,0,20200302,20201127
10049,1,1,0,1,1,0,0,20200302,20201127
1005,1,1,1,1,1,0,1,20200302,20201127
10050,1,1,1,1,1,0,0,20200302,20201127
10051,1,1,0,1,1,0,0,20200302,20200720
10052,1,0,0,0,0,0,0,20200302,20201127
10053,0,1,1,1,1,0,0,20200302,20201127
10054,1,1,1,1,1,0,0,20200302,20201127
10055,1,1,1,1,1,1,1,20200302,20201127
10056,1,1,1,1,1,0,0,20200302,20201127
10057,0,0,0,0,1,0,0,20200302,20201127
10058,1,1,1,1,0,0,0,20200302,20201127
10059,1,1,1,1,1,0,0,20200302,20201127
1006,0,0,0,0,0,1,1,20200302,20201127
10060,1,1,1,1,1,0,0,20200302,20201127
10061,1,1,1,1,1,0,0,20200302,20201127
10062,0,1,0,0,0,0,0,20200302,20201127
10063,0,0,1,0,0,0,0,20200302,20201127
10064,1,1,1,1,1,0,0,20200302,20201127
10065,1,1,1,1,1,0,0,20200302,20201127
10066,1,1,1,1,1,0,0,20200302,20201127
10067,1,1,0,1,0,0,0,20200302,20201127
10068,0,0,1,0,1,1,0,20200302,20201127
10069,0,0,1,0,1,0,0,20200302,20201127
1007,0,0,0,0,0,0,1,20200302,20200503
10070,0,0,1,0,1,0,0,20200302,20201127
10071,1,1,1,1,1,0,0,20200302,20201127
10072,0,0,0,0,0,1,0,20200302,20201127
10073,1,1,1,1,1,0,0,20200302,20201127
10074,1,1,1,1,1,0,0,20200302,20201127
10075,1,1,1,1,1,0,0,20200302,20201127
10076,1,1,1,1,1,0,0,20200302,20201127
10077,1,1,1,1,1,0,0,20200302,20200720
10078,1,1,1,1,1,0,0,20200302,20201127
10079,1,1,1,1,1,0,0,20200302,20201127
1008,0,0,0,0,0,0,1,20200302,20201127
10080,1,1,1,1,1,0,0,20200302,20201127
10081,0,0,1,0,0,0,0,20200302,20201127
10082,1,1,0,1,1,0,0,20200302,20201127
10083,1,1,1,1,1,0,0,20200302,20201127
10084,1,1,1,1,1,0,0,20200302,20201127
10085,0,0,0,0,0,0,1,20200302,20201127
10086,0,0,0,0,0,1,0,20200302,20201127
10087,1,1,1,1,1,0,0,20200302,20201127
10088,1,1,1,1,0,0,0,20200302,20201127
10089,0,0,0,0,1,0,0,20200302,20201127
1009,1,1,1,1,1,0,0,20200302,20200515
10090,1,1,1,1,1,0,0,20200302,20201127
10091,0,0,0,0,1,0,0,20200302,20201127
10092,1,1,0,1,0,0,0,20200302,20201127
10093,0,0,1,0,0,0,0,20200302,20201127
10094,1,1,1,1,1,0,0,20200302,20201127
10095,1,1,1,1,1,1,1,20200302,20201127
10096,1,1,1,1,1,0,0,20200302,20201127
10097,1,1,1,1,1,0,0,20200302,20201127
10098,1,1,1,1,1,0,0,20200302,20201127
10099,1,1,1,1,1,0,0,20200302,20201127
101,0,0,0,0,0,0,1,20200302,20201127
1010,1,1,1,1,1,0,1,20200309,20200510
10100,0,0,0,0,0,1,0,20200302,20201127
10101,1,1,1,1,1,0,0,20200302,20201127
10102,1,1,1,1,0,0,0,20200302,20201127
10103,0,0,0,0,1,0,0,20200302,20201127
10104,1,1,1,1,1,0,0,20200302,20201127
10105,1,1,1,1,0,0,0,20200302,20201127
10106,0,0,0,0,1,0,0,20200302,20201127
10107,1,1,1,1,1,0,0,20200302,20201127
10108,1,1,1,1,1,0,0,20200302,20201127
10109,0,0,0,0,1,0,0,20200302,20201127
1011,0,0,0,0,0,0,1,20200302,20200524
10110,1,1,1,1,0,0,0,20200302,20201127
10111,1,1,1,1,1,0,0,20200302,20201127
10112,1,1,1,1,1,0,0,20200302,20201127
10113,1,1,1,1,1,0,0,20200302,20201127
10114,1,1,1,1,1,0,0,20200302,20201127
10115,1,1,1,1,1,0,0,20200302,20201127
10116,1,1,1,1,1,0,0,20200302,20201127
10117,1,1,1,1,1,0,0,20200302,20201127
10118,1,1,1,1,1,0,0,20200302,20201127
10119,1,1,1,1,1,0,0,20200302,20201127
1012,1,1,1,1,1,1,0,20200302,20201127
10120,1,1,1,1,1,0,0,20200302,20201127
10121,1,1,1,1,1,0,0,20200302,20201127
10122,1,1,1,1,1,0,0,20200302,20201127
10123,1,1,1,1,1,0,0,20200302,20201127
10124,1,1,1,1,1,0,0,20200302,20201127
10125,1,1,1,1,1,0,0,20200302,20201127
10126,1,1,1,1,1,0,0,20200302,20201127
10127,1,1,1,1,1,0,0,20200302,20201127
10128,1,1,1,1,0,0,0,20200302,20201127
10129,0,0,0,0,1,0,0,20200302,20201127
1013,0,0,0,0,0,0,1,20200302,20200510
10130,1,1,1,1,1,0,0,20200302,20201127
10131,1,1,1,1,1,0,0,20200302,20201127
10132,1,1,1,1,1,0,0,20200302,20201127
10133,1,1,1,1,1,0,0,20200302,20201127
10134,1,1,1,1,1,0,0,20200302,20201127
10135,1,1,1,1,1,0,0,20200302,20201127
10136,1,1,1,1,1,0,0,20200302,20201127
10137,1,1,1,1,1,0,0,20200302,20200717
10138,1,1,1,1,1,0,0,20200302,20201127
10139,1,1,1,1,1,0,0,20200302,20201127
1014,0,0,0,0,0,0,1,20200302,20201127
10140,0,0,0,0,1,0,0,20200302,20201127
10141,0,0,1,0,0,0,0,20200302,20201127
10142,1,1,0,1,0,0,0,20200302,20201127
10143,1,1,1,1,1,0,0,20200302,20201127
10144,1,1,1,1,1,0,0,20200302,20201127
10145,1,1,1,1,1,0,0,20200302,20201127
10146,1,1,1,1,1,0,0,20200302,20201127
10147,1,1,1,1,1,0,0,20200302,20201127
10148,0,0,0,0,0,1,1,20200404,20200726
10149,0,0,0,0,0,0,1,20200302,20201127
1015,0,0,0,0,0,0,1,20200302,20201127
10150,0,0,0,1,0,0,0,20200302,20201127
10151,1,1,1,0,1,0,0,20200302,20201127
10152,0,0,0,1,0,0,0,20200302,20201127
10153,1,1,1,0,1,0,0,20200302,20201127
10154,1,1,1,1,1,0,0,20200302,20201127
10155,1,1,1,1,1,0,0,20200302,20201127
10156,1,1,1,1,1,0,0,20200302,20201127
10157,0,0,0,1,0,0,0,20200302,20201127
10158,1,1,1,0,1,0,0,20200302,20201127
10159,1,1,1,1,1,0,0,20200302,20201127
1016,0,0,0,0,0,0,1,20200302,20201127
10160,1,1,1,1,1,0,0,20200302,20201127
10161,1,1,1,1,1,0,0,20200302,20200626
10162,1,1,1,1,1,0,0,20200302,20201127
10163,1,1,1,1,1,0,0,20200302,20201127
10164,1,1,1,1,1,0,0,20200302,20201127
10165,1,1,1,1,1,0,0,20200302,20200625
10166,1,1,1,1,1,0,0,20200302,20201127
10167,0,0,1,0,0,0,0,20200302,20201127
10168,1,1,0,1,1,0,0,20200302,20201127
10169,1,1,1,1,1,0,0,20200302,20201127
1017,0,0,0,0,0,0,1,20200302,20201127
10170,1,1,1,1,1,0,0,20200302,20201127
10171,0,0,1,0,0,0,0,20200302,20201127
10172,1,1,0,1,1,0,0,20200302,20201127
10173,1,1,1,1,1,0,0,20200302,20201127
10174,1,1,1,1,1,0,0,20200302,20201127
10175,1,1,1,1,1,0,0,20200302,20201127
10176,1,1,1,1,1,0,0,20200302,20201127
10177,1,0,1,1,1,0,0,20200302,20200717
10178,1,1,1,1,1,0,0,20200302,20201127
10179,1,1,1,1,1,0,0,20200302,20201127
1018,1,1,1,1,1,0,0,20200316,20200320
10180,1,1,1,1,1,0,0,20200302,20201127
10181,1,0,1,1,1,0,0,20200302,20201127
10182,0,1,0,0,0,0,0,20200302,20201127
10183,1,1,1,1,1,0,0,20200302,20201127
10184,1,1,1,1,1,0,0,20200302,20201127
10185,1,1,1,1,1,0,0,20200302,20201127
10186,1,1,1,1,1,0,0,20200302,20201127
10187,1,1,1,1,1,0,0,20200302,20201127
10188,1,1,1,1,1,0,0,20200302,20201127
10189,1,0,1,1,1,0,0,20200302,20201127
1019,0,0,0,0,0,0,1,20200302,20200510
10190,0,1,0,0,0,0,0,20200302,20201127
10191,1,1,1,1,1,0,0,20200302,20201127
10192,1,1,1,1,1,0,0,20200302,20201127
10193,1,1,1,1,1,0,0,20200302,20201127
10194,1,1,1,1,1,0,0,20200302,20201127
10195,1,1,1,1,1,1,0,20200302,20201127
10196,1,1,1,1,1,0,0,20200302,20201127
10197,1,1,1,1,0,0,0,20200302,20201127
10198,0,0,0,0,1,0,0,20200302,20201127
10199,1,1,1,1,1,0,0,20200302,20201127
102,0,0,0,0,0,0,1,20200302,20201127
1020,0,1,1,1,1,1,0,20200302,20200516
10200,1,1,1,1,1,0,0,20200302,20201127
10201,0,0,0,0,1,0,0,20200302,20201127
10202,1,1,1,1,0,0,0,20200302,20201127
10203,1,1,1,1,1,0,0,20200302,20201127
10204,0,0,0,0,1,0,0,20200302,20201127
10205,1,1,1,1,0,0,0,20200302,20201127
10206,1,1,1,1,1,0,0,20200302,20201127
10207,1,1,1,1,1,0,0,20200302,20201127
10208,1,1,1,1,1,0,0,20200302,20201127
10209,1,1,1,1,1,0,0,20200302,20201127
1021,0,1,1,1,1,1,0,20200519,20201127
10210,1,1,1,1,1,0,0,20200302,20201127
10211,1,1,1,1,1,0,0,20200302,20201127
10212,1,1,1,1,1,0,0,20200302,20201127
10213,1,1,1,1,1,0,0,20200302,20201127
10214,1,1,1,1,1,0,0,20200302,20201127
10215,1,1,1,1,1,0,0,20200302,20201127
10216,1,1,1,1,1,0,0,20200302,20201127
10217,1,0,0,0,0,0,0,20200302,20201127
10218,0,1,1,1,1,0,0,20200302,20201127
10219,1,1,1,1,1,0,0,20200302,20201127
1022,0,0,0,0,0,1,0,20200302,20200516
10220,1,1,1,1,1,0,0,20200302,20201127
10221,1,1,1,1,1,0,0,20200302,20201127
10222,1,1,1,1,1,0,0,20200302,20201127
10223,1,1,1,1,1,0,0,20200302,20201127
10224,1,1,1,1,1,1,0,20200302,20201127
10225,0,0,0,0,0,1,0,20200302,20201127
10226,1,1,1,1,1,0,0,20200302,20201127
10227,0,1,0,0,0,0,0,20200302,20201127
10228,1,0,1,1,1,0,0,20200302,20201127
10229,1,1,1,1,1,0,0,20200302,20201127
1023,0,0,0,0,0,0,1,20200302,20201127
10230,1,1,1,1,1,0,0,20200302,20201127
10231,1,1,1,1,1,0,0,20200302,20201127
10232,1,1,0,1,1,0,0,20200302,20201127
10233,0,0,1,0,0,0,0,20200302,20201127
10234,1,1,1,1,1,0,0,20200302,20201127
10235,0,0,0,0,1,0,0,20200302,20201127
10236,1,1,0,1,0,0,0,20200302,20201127
10237,0,0,1,0,0,0,0,20200302,20201127
10238,1,1,1,1,1,0,0,20200302,20201127
10239,0,0,1,0,0,0,0,20200302,20201127
1024,0,0,0,0,0,1,0,20200302,20201127
10240,1,1,0,1,1,0,0,20200302,20201127
10241,1,1,1,1,1,0,0,20200302,20201127
10242,0,0,1,0,0,0,0,20200302,20201127
10243,1,1,0,1,1,0,0,20200302,20201127
10244,1,1,1,1,1,0,0,20200302,20201127
10245,0,1,0,0,0,0,0,20200302,20201127
10246,1,0,1,1,1,0,0,20200302,20201127
10247,1,1,1,1,1,0,0,20200302,20201127
10248,0,0,1,0,0,0,0,20200302,20201127
10249,1,1,0,1,1,0,0,20200302,20201127
1025,0,0,0,0,0,0,1,20200329,20200510
10250,1,1,1,1,1,0,0,20200302,20201127
10251,0,0,1,0,0,0,0,20200302,20201127
10252,1,1,0,1,1,0,0,20200302,20201127
10253,1,1,1,1,1,0,0,20200302,20201127
10254,1,1,1,1,1,0,0,20200302,20201127
10255,0,0,1,0,0,0,0,20200302,20201127
10256,1,1,0,1,1,0,0,20200302,20201127
10257,1,1,1,1,1,0,0,20200302,20201127
10258,0,0,1,0,0,0,0,20200302,20201127
10259,0,0,0,0,1,0,0,20200302,20201127
1026,1,1,1,1,1,0,0,20200518,20200731
10260,1,1,0,1,0,0,0,20200302,20201127
10261,0,0,1,0,0,0,0,20200302,20201127
10262,1,1,0,1,1,0,0,20200302,20201127
10263,1,1,1,1,1,0,0,20200302,20201127
10264,0,0,1,0,0,0,0,20200302,20201127
10265,1,1,0,1,1,0,0,20200302,20201127
10266,1,1,1,1,1,0,0,20200302,20201127
10267,0,0,0,0,1,0,0,20200302,20201127
10268,1,1,1,1,0,0,0,20200302,20201127
10269,1,1,1,1,1,0,0,20200302,20201127
1027,1,1,1,1,1,0,0,20200302,20200515
10270,1,1,1,1,1,0,0,20200302,20201127
10271,1,1,1,1,1,0,0,20200302,20201127
10272,1,1,1,1,1,0,0,20200302,20201127
10273,1,1,1,1,1,0,0,20200302,20201127
10274,1,1,1,1,1,0,0,20200302,20201127
10275,1,1,1,1,1,0,0,20200302,20201127
10276,1,1,1,1,1,0,0,20200302,20201127
10277,1,0,1,1,1,0,0,20200302,20201127
10278,0,1,0,0,0,0,0,20200302,20201127
10279,1,1,1,1,1,0,0,20200302,20201127
1028,1,1,1,1,1,0,1,20200302,20200515
10280,1,1,1,1,1,0,0,20200302,20201127
10281,1,1,1,1,1,0,0,20200302,20201127
10282,1,0,1,1,1,0,0,20200302,20201127
10283,0,1,0,0,0,0,0,20200302,20201127
10284,1,1,1,1,1,0,0,20200302,20201127
10285,1,1,1,1,1,0,0,20200302,20201127
10286,1,1,1,1,1,0,0,20200302,20201127
10287,1,1,1,1,1,0,0,20200302,20201127
10288,1,1,1,1,1,0,0,20200302,20201127
10289,1,1,1,1,1,0,0,20200302,20201127
1029,0,0,0,0,0,1,0,20200302,20200912
10290,1,1,1,1,1,0,0,20200302,20201127
10291,1,1,1,1,1,0,0,20200302,20201127
10292,1,1,1,1,1,0,0,20200302,20201127
10293,1,1,1,1,1,0,0,20200302,20201127
10294,1,1,1,1,1,0,0,20200302,20201127
10295,1,1,1,1,1,0,0,20200302,20201127
10296,0,1,0,0,0,0,0,20200302,20201127
10297,1,1,1,1,1,0,0,20200302,20201127
10298,1,1,1,1,1,1,1,20200302,20201127
10299,1,1,1,1,1,0,0,20200406,20201127
103,0,0,0,0,0,0,1,20200302,20201127
1030,1,1,1,1,1,0,0,20200803,20201127
10300,0,0,0,0,0,0,1,20200410,20201127
10301,1,1,1,1,1,0,0,20200302,20200717
10302,1,1,1,1,1,0,0,20200302,20201127
10303,0,0,0,0,1,0,0,20200302,20201127
10304,1,1,1,1,0,0,0,20200302,20201127
10305,1,1,1,1,1,0,0,20200302,20201127
10306,0,0,1,0,0,0,0,20200302,20201127
10307,1,1,0,1,1,0,0,20200302,20201127
10308,1,1,1,1,1,0,0,20200302,20201127
10309,1,1,1,1,1,0,0,20200302,20201127
1031,1,1,1,1,1,1,0,20200302,20201127
10310,1,1,0,1,1,0,0,20200302,20201127
10311,0,0,1,0,0,0,0,20200302,20201127
10312,1,1,1,1,0,0,0,20200302,20201127
10313,1,1,1,1,1,0,0,20200302,20201127
10314,1,1,1,1,1,0,0,20200302,20201127
10315,0,1,0,0,0,0,0,20200302,20201127
10316,1,0,1,1,1,0,0,20200302,20201127
10317,1,1,1,1,1,0,0,20200302,20201127
10318,1,1,1,1,1,0,0,20200302,20201127
10319,0,0,1,0,0,0,0,20200302,20201127
1032,0,0,0,0,0,0,1,20200302,20201127
10320,1,1,0,1,1,0,0,20200302,20201127
10321,1,1,1,1,1,0,0,20200302,20201127
10322,1,1,1,1,1,0,0,20200302,20201127
10323,1,1,1,1,1,0,0,20200302,20201127
10324,0,0,0,0,1,0,0,20200302,20201127
10325,1,1,0,1,0,0,0,20200302,20201127
10326,0,0,1,0,0,0,0,20200302,20201127
10327,1,1,1,1,1,0,0,20200302,20201127
10328,0,0,0,0,1,0,0,20200302,20201127
10329,1,1,0,1,0,0,0,20200302,20201127
1033,1,1,1,1,1,1,0,20200302,20201127
10330,0,0,1,0,0,0,0,20200302,20201127
10331,1,1,1,1,1,0,0,20200302,20201127
10332,1,1,0,1,1,0,0,20200302,20201127
10333,0,0,1,0,0,0,0,20200302,20201127
10334,1,1,1,1,1,0,0,20200302,20201127
10335,1,1,1,1,1,0,0,20200302,20201127
10336,1,1,1,1,1,0,0,20200302,20201127
10337,0,0,1,0,0,0,0,20200302,20201127
10338,1,1,0,1,1,0,0,20200302,20201127
10339,1,1,1,1,1,0,0,20200302,20201127
1034,0,0,0,0,0,0,1,20200419,20200531
10340,1,1,1,1,1,0,0,20200302,20201127
10341,0,0,0,0,1,0,0,20200302,20201127
10342,1,1,0,1,0,0,0,20200302,20201127
10343,0,0,1,0,0,0,0,20200302,20201127
10344,1,1,1,1,1,0,0,20200302,20201127
10345,1,1,1,1,1,0,0,20200302,20201127
10346,1,1,1,1,1,0,0,20200302,20201127
10347,1,1,0,1,1,0,0,20200302,20201127
10348,0,0,1,0,0,0,0,20200302,20201127
10349,1,1,1,1,1,0,0,20200302,20201127
1035,0,1,1,1,1,1,0,20200421,20200509
10350,0,0,0,0,1,0,0,20200302,20201127
10351,1,1,0,1,0,0,0,20200302,20201127
10352,0,0,1,0,0,0,0,20200302,20201127
10353,1,1,1,1,1,0,0,20200302,20201127
10354,1,1,1,1,0,0,0,20200302,20201127
10355,0,0,0,0,1,0,0,20200302,20201127
10356,1,1,1,1,1,0,0,20200302,20201127
10357,0,0,1,0,0,0,0,20200302,20201127
10358,1,1,0,1,1,0,0,20200302,20201127
10359,1,1,1,1,1,0,0,20200302,20201127
1036,1,1,1,1,0,0,0,20200316,20200507
10360,0,1,0,0,0,0,0,20200302,20200714
10361,1,0,1,1,1,0,0,20200302,20200717
10362,1,1,1,1,1,0,0,20200302,20201127
10363,1,1,1,1,1,0,0,20200302,20201127
10364,1,0,1,1,1,0,0,20200302,20200717
10365,1,1,1,1,1,1,1,20200413,20201127
10366,1,1,1,1,1,0,0,20200413,20201127
10367,1,1,1,1,1,1,0,20200414,20201127
10368,1,1,1,1,1,0,0,20200302,20201127
10369,1,1,1,1,1,0,0,20200306,20201127
1037,0,0,0,0,0,0,1,20200517,20201127
10370,1,1,1,1,0,0,0,20200306,20201127
10371,0,0,0,0,1,0,0,20200306,20201127
10372,1,1,1,1,1,0,0,20200302,20201127
10373,0,0,0,0,1,0,0,20200302,20201127
10374,0,0,1,0,0,0,0,20200302,20201127
10375,1,1,0,1,1,0,0,20200302,20201127
10376,1,1,1,1,0,0,0,20200302,20201127
10377,1,1,1,1,1,1,0,20200302,20201127
10378,1,1,1,1,1,0,0,20200302,20201127
10379,0,0,0,0,1,0,0,20200302,20201127
1038,0,0,0,0,0,0,1,20200517,20200913
10380,1,1,1,1,0,0,0,20200302,20201127
10381,1,1,1,1,1,0,0,20200302,20201127
10382,1,1,1,1,0,0,0,20200302,20201127
10383,0,0,0,0,1,0,0,20200302,20201127
10384,1,1,1,1,1,0,0,20200302,20201127
10385,1,1,1,1,0,0,0,20200302,20201127
10386,0,0,0,0,1,0,0,20200302,20201127
10387,1,1,0,1,1,1,0,20200302,20201127
10388,0,0,1,0,0,0,0,20200302,20201127
10389,1,1,1,1,1,0,0,20200302,20201127
1039,0,0,0,0,0,0,1,20200302,20200510
10390,1,1,1,1,1,0,0,20200302,20201127
10391,1,1,1,1,1,0,0,20200302,20201127
10392,0,0,0,0,1,0,0,20200302,20201127
10393,1,1,1,1,0,0,0,20200302,20201127
10394,1,1,1,1,1,0,0,20200302,20201127
10395,1,1,1,1,1,0,0,20200302,20201127
10396,1,1,1,1,1,0,0,20200302,20201127
10397,0,0,0,0,1,0,0,20200302,20201127
10398,1,1,1,1,0,0,0,20200302,20201127
10399,0,0,1,0,0,0,0,20200302,20201127
104,0,0,0,0,0,0,1,20200302,20201127
1040,1,1,1,1,1,0,0,20200302,20200515
10400,1,1,1,1,1,0,0,20200302,20201127
10401,0,0,0,0,1,0,0,20200302,20201127
10402,1,1,0,1,0,0,0,20200302,20201127
10403,0,0,1,0,0,0,0,20200302,20201127
10404,1,1,1,1,1,0,0,20200302,20200717
10405,1,1,1,1,0,0,0,20200302,20200716
10406,1,1,1,1,1,0,0,20200302,20201127
10407,1,1,1,1,0,0,0,20200302,20201127
10408,0,0,0,0,1,0,0,20200302,20201127
10409,1,1,1,1,0,1,0,20200302,20201127
1041,1,1,1,1,0,1,0,20200302,20200516
10410,1,1,1,1,1,0,0,20200302,20201127
10411,0,0,0,0,1,0,0,20200302,20201127
10412,1,1,1,1,0,0,0,20200302,20201127
10413,0,1,1,1,0,1,0,20200302,20201127
10414,0,1,1,1,0,0,0,20200302,20201127
10415,0,0,0,0,0,1,0,20200302,20201127
10416,1,1,1,1,1,0,0,20200302,20201127
10417,0,1,0,0,0,0,0,20200302,20201127
10418,1,0,1,1,1,0,0,20200302,20201127
10419,1,1,1,1,1,0,0,20200302,20201127
1042,1,1,1,1,1,0,0,20200302,20200515
10420,1,0,1,1,1,0,0,20200302,20201127
10421,0,1,0,0,0,0,0,20200302,20201127
10422,0,1,0,0,0,0,0,20200302,20201127
10423,1,0,1,1,1,0,0,20200302,20201127
10424,1,1,1,1,1,0,0,20200302,20201127
10425,0,1,0,0,0,0,0,20200302,20201127
10426,1,0,1,1,1,0,0,20200302,20201127
10427,1,1,1,1,1,0,0,20200302,20201127
10428,1,1,1,1,1,0,0,20200302,20201127
10429,1,1,1,1,1,0,0,20200302,20201127
1043,0,0,0,0,1,1,0,20200302,20201127
10430,1,1,1,1,1,0,0,20200302,20201127
10431,1,1,1,1,1,0,0,20200302,20201127
10432,1,1,1,1,1,0,0,20200302,20201127
10433,1,1,1,1,1,0,0,20200302,20201127
10434,1,1,1,1,1,0,0,20200302,20201127
10435,1,1,1,1,1,0,0,20200302,20201127
10436,1,1,1,1,1,0,0,20200302,20201127
10437,1,1,1,1,1,0,0,20200302,20201127
10438,0,0,0,0,1,0,0,20200302,20201127
10439,1,1,1,1,0,0,0,20200302,20201127
1044,0,0,0,0,0,0,1,20200302,20200503
10440,1,1,1,1,1,0,0,20200302,20201127
10441,1,1,1,1,1,0,0,20200302,20201127
10442,1,1,1,1,1,0,0,20200302,20201127
10443,1,1,1,1,1,0,0,20200302,20201127
10444,1,1,1,1,1,0,0,20200302,20201127
10445,1,1,1,1,1,0,0,20200302,20201127
10446,1,1,1,1,1,0,0,20200302,20200605
10447,1,1,1,1,1,1,0,20200302,20200605
10448,0,0,1,0,0,0,0,20200302,20200603
10449,0,0,0,1,0,0,0,20200302,20200604
1045,0,0,0,0,0,1,0,20200302,20201127
10450,1,1,1,1,1,0,0,20200302,20201127
10451,1,0,1,1,1,0,0,20200302,20201127
10452,0,1,0,0,0,0,0,20200302,20201127
10453,1,1,1,1,1,0,0,20200302,20201127
10454,0,0,0,0,1,0,0,20200302,20201127
10455,1,1,0,1,0,0,0,20200302,20201127
10456,0,0,1,0,0,0,0,20200302,20201127
10457,1,1,1,1,1,0,0,20200302,20201127
10458,1,1,1,1,0,0,0,20200302,20201127
10459,0,0,0,0,1,0,0,20200302,20201127
1046,1,1,1,1,0,0,0,20200302,20200514
10460,1,1,1,1,1,0,0,20200302,20201127
10461,1,1,1,1,1,0,0,20200302,20201127
10462,1,1,0,1,1,0,0,20200302,20201127
10463,0,0,1,0,0,0,0,20200302,20201127
10464,1,1,1,1,1,0,0,20200302,20201127
10465,1,1,1,1,1,0,0,20200302,20201127
10466,0,0,0,0,0,1,0,20200302,20201127
10467,1,1,1,1,1,0,0,20200302,20201127
10468,1,1,1,1,1,0,0,20200302,20201127
10469,1,1,1,1,1,0,0,20200302,20201127
1047,0,0,0,0,1,0,0,20200424,20201127
10470,1,1,1,1,1,0,0,20200302,20201127
10471,1,1,1,1,1,0,0,20200302,20201127
10472,1,1,1,1,1,0,0,20200302,20201127
10473,1,1,1,1,1,0,0,20200302,20201127
10474,0,0,1,0,0,0,0,20200302,20201127
10475,0,0,1,0,0,0,0,20200302,20201127
10476,0,0,0,0,0,1,0,20200302,20201127
10477,1,1,0,1,1,0,0,20200302,20201127
10478,0,0,1,0,0,0,0,20200302,20201127
10479,1,1,0,1,1,0,0,20200302,20201127
1048,1,1,1,1,1,0,0,20200413,20200417
10480,1,1,1,1,1,0,0,20200302,20201127
10481,1,1,1,1,1,0,0,20200302,20201127
10482,1,1,1,1,1,0,0,20200302,20201127
10483,1,1,1,1,1,0,0,20200302,20201127
10484,1,1,1,1,1,0,0,20200302,20201127
10485,0,0,0,0,1,0,0,20200302,20201127
10486,1,1,1,1,0,0,0,20200302,20201127
10487,1,1,1,1,1,0,0,20200302,20201127
10488,1,1,1,1,1,0,0,20200302,20201127
10489,1,1,1,1,1,0,0,20200302,20201127
1049,0,0,0,0,0,0,1,20200302,20201127
10490,0,1,1,1,1,1,1,20200302,20201127
10491,1,0,0,0,0,0,0,20200302,20201127
10492,1,1,1,1,1,0,0,20200302,20201127
10493,1,1,1,1,1,0,0,20200302,20201127
10494,1,1,1,1,1,1,0,20200321,20201127
10495,1,1,1,1,1,1,0,20200302,20200626
10496,0,0,0,0,0,1,0,20200302,20201127
10497,0,0,0,0,0,1,0,20200302,20201127
10498,0,0,0,0,0,0,1,20200302,20201127
105,0,0,0,0,0,0,1,20200302,20201127
